"","first_name","last_name","nickname","height_inches","weight_lb","armspan_inches","stance","wins","losses","draws","total_fights","stance2"
"1342","Felice","Herrig","Lil Bulldog",64,115,65,"Orthodox",14,9,0,23,"Orthodox"
"1343","Heath","Herring","The Texas Crazy Horse",76,250,78,"Orthodox",28,16,0,44,"Orthodox"
"1344","Jon","Hess","",79,295,NA,NA,1,1,0,2,NA
"1345","Clint","Hester","Headbussa",74,205,77,"Orthodox",11,6,0,17,"Orthodox"
"1346","Brandon","Hester","The Beast",73,205,NA,NA,3,0,0,3,NA
"1347","Jimy","Hettes","The Kid",69,145,71,"Southpaw",11,3,0,14,"Southpaw"
"1348","Conor","Heun","Hurricane",70,155,NA,"Orthodox",9,5,0,14,"Orthodox"
"1349","Marcus","Hicks","The Wrecking Ball",66,155,64,"Southpaw",10,4,0,14,"Southpaw"
"1350","Jay","Hieron","The Thoroughbred",72,170,75,"Orthodox",23,7,0,30,"Orthodox"
"1351","Lee","Higgins","",NA,155,NA,NA,2,1,0,3,NA
"1352","Jason","High","The Kansas City Bandit",68,155,73,"Southpaw",21,6,0,27,"Southpaw"
"1353","Richie","Hightower","The Dirty Samurai",68,170,NA,"Orthodox",8,4,0,12,"Orthodox"
"1354","Alex","Higley","",70,145,NA,NA,4,3,0,7,NA
"1355","Corey","Hill","",76,155,80,"Orthodox",6,9,0,15,"Orthodox"
"1356","Isaiah","Hill","",70,155,NA,NA,5,7,1,13,NA
"1357","Angela","Hill","Overkill",63,115,64,"Orthodox",12,9,0,21,"Orthodox"
"1358","Tyler","Hill","",75,170,NA,"Switch",8,2,0,10,"Mixed"
"1359","Jamahal","Hill","Sweet Dreams",76,205,79,"Southpaw",7,0,0,7,"Southpaw"
"1360","Kailan","Hill","",73,185,77,"Southpaw",4,1,0,5,"Southpaw"
"1361","Branden Lee","Hinkle","The Iron Lion",75,235,NA,"Orthodox",17,11,0,28,"Orthodox"
"1362","Hatsu","Hioki","",71,145,73,"Orthodox",29,10,2,41,"Orthodox"
"1363","Alan","Hiro","Yamaniha",65,135,NA,"Orthodox",14,5,4,23,"Orthodox"
"1364","Kuniyoshi","Hironaka","",70,168,70,"Orthodox",23,9,0,32,"Orthodox"
"1365","Mizuto","Hirota","Pugnus",67,155,67,"Orthodox",18,10,2,30,"Orthodox"
"1366","Yuji","Hisamatsu","",70,185,NA,NA,16,22,6,44,NA
"1367","Kwan","Ho Kwak","",65,135,NA,"Switch",9,2,0,11,"Mixed"
"1368","Matt","Hobar","The Crowbar",70,135,70,"Southpaw",9,3,0,12,"Southpaw"
"1369","Bobby","Hoffman","The Truth",74,245,NA,"Orthodox",36,10,1,47,"Orthodox"
"1370","Sam","Hoger","The Alaskan Assassin",74,205,NA,"Orthodox",10,4,0,14,"Orthodox"
"1371","Andrew","Holbrook","",71,155,70,"Southpaw",12,3,0,15,"Southpaw"
"1372","Sean","Holden","",70,170,NA,NA,5,2,0,7,NA
"1373","Chris","Holdsworth","",71,135,NA,NA,6,0,0,6,NA
"1374","Kevin","Holland","Trailblazer",75,185,81,"Orthodox",21,5,0,26,"Orthodox"
"1375","Roger","Hollett","The Hulk",71,205,NA,"Orthodox",13,5,0,18,"Orthodox"
"1376","Max","Holloway","Blessed",71,145,69,"Orthodox",22,6,0,28,"Orthodox"
"1377","Gabrielle","Holloway","Gabanator",63,145,NA,NA,6,5,0,11,NA
"1378","Jeremie","Holloway","Hit Em",72,170,NA,NA,8,3,0,11,NA
"1379","Holly","Holm","The Preacher's Daughter",68,135,69,"Southpaw",14,5,0,19,"Southpaw"
"1380","Rex","Holman","Big Dog",75,205,NA,"Southpaw",4,2,0,6,"Southpaw"
"1381","Kurt","Holobaugh","",71,155,70,"Orthodox",17,7,0,24,"Orthodox"
"1382","Paddy","Holohan","The Hooligan",70,125,69,"Orthodox",12,2,1,15,"Orthodox"
"1383","Ben","Holscher","The Teacher",71,155,NA,NA,4,0,0,4,NA
"1384","Mark","Holst","Boots",72,155,NA,"Orthodox",12,6,0,18,"Orthodox"
"1385","Scott","Holtzman","Hot Sauce",69,155,69,"Orthodox",14,4,0,18,"Orthodox"
"1386","Sabah","Homasi","",72,170,72,"Orthodox",11,8,0,19,"Orthodox"
"1387","Mark","Hominick","The Machine",68,145,68,"Orthodox",20,12,0,32,"Orthodox"
"1388","Barb","Honchak","Little Warrior",64,125,65,"Orthodox",10,4,0,14,"Orthodox"
"1389","Chris","Honeycutt","The Cutt",70,170,73,NA,9,1,0,10,NA
"1390","Satoshi","Honma","",73,205,NA,"Orthodox",4,6,3,13,"Orthodox"
"1391","David","Hood","",72,200,NA,NA,1,3,0,4,NA
"1392","Lorenzo","Hood","The Samoan Silverback",75,265,NA,NA,9,4,0,13,NA
"1393","Dan","Hooker","The Hangman",72,155,75,"Switch",20,10,0,30,"Mixed"
"1394","Chase","Hooper","The Dream",73,145,74,"Southpaw",10,1,1,12,"Southpaw"
"1395","Darrell","Horcher","The Saint",70,155,70,"Southpaw",13,4,0,17,"Southpaw"
"1396","Moti","Horenstein","",76,230,NA,"Orthodox",1,6,0,7,"Orthodox"
"1397","Yoshinori","Horie","",68,145,70,"Orthodox",8,2,0,10,"Orthodox"
"1398","Kyoji","Horiguchi","",65,125,66,"Orthodox",19,2,0,21,"Orthodox"
"1399","Jeremy","Horn","Gumby",73,185,74,"Orthodox",91,22,5,118,"Orthodox"
"1400","Matt","Horning","Horndog",64,125,NA,NA,20,25,0,45,NA
"1401","Chris","Horodecki","The Polish Hammer",69,155,69,"Orthodox",21,7,1,29,"Orthodox"
"1402","Jamey-Lyn","Horth","",67,125,NA,NA,4,0,0,4,NA
"1403","Matt","Horwich","Suave",73,185,NA,"Orthodox",30,25,1,56,"Orthodox"
"1404","John","Hosman","",70,135,NA,"Southpaw",18,8,1,27,"Southpaw"
"1405","Saeed","Hosseini","",NA,NA,NA,NA,0,1,0,1,NA
"1406","Jeff","Hougland","Hellbound",67,135,68,"Orthodox",10,6,0,16,"Orthodox"
"1407","Trey","Houston","",71,185,NA,NA,11,4,0,15,NA
"1408","Jamie","Houston","",NA,185,NA,NA,3,0,0,3,NA
"1409","Brian","Houston","B-Hue",74,185,NA,"Orthodox",4,6,0,10,"Orthodox"
"1410","Harold","Howard","",74,240,NA,"Orthodox",1,3,0,4,"Orthodox"
"1411","John","Howard","Doomsday",67,170,72,"Orthodox",24,13,0,37,"Orthodox"
"1412","Shane","Howell","",68,125,NA,"Orthodox",13,10,0,23,"Orthodox"
"1413","Carlos","Huachin","Perro Malo",64,135,67,"Southpaw",10,5,1,16,"Southpaw"
"1414","Brady","Huang","The Kung Fu Warrior",69,135,69,"Orthodox",11,2,0,13,"Orthodox"
"1415","Austin","Hubbard","Thud",70,155,71,"Orthodox",12,5,0,17,"Orthodox"
"1416","Collin","Huckbody","All In",75,185,76,"Orthodox",8,2,0,10,"Orthodox"
"1417","Alex","Huddleston","The Shaved Gorilla",79,254,NA,NA,6,2,0,8,NA
"1418","Roger","Huerta","El Matador",69,155,70,"Orthodox",23,9,1,33,"Orthodox"
"1419","Casey","Huffman","Hellbent",75,185,NA,NA,3,1,0,4,NA
"1420","Matt","Hughes","",69,170,73,"Switch",45,9,0,54,"Mixed"
"1421","Mark","Hughes","",69,205,NA,"Southpaw",6,2,0,8,"Southpaw"
"1422","Jeff","Hughes","Lights Out",74,250,77,"Orthodox",10,4,0,14,"Orthodox"
"1423","Sam","Hughes","Sampage",65,115,64,"Orthodox",5,2,0,7,"Orthodox"
"1424","David","Hulett","Hollywood",70,170,NA,NA,22,10,0,32,NA
"1425","Bryan","Humes","",NA,265,NA,NA,6,2,0,8,NA
"1426","Abongo","Humphrey","",71,205,NA,"Orthodox",7,3,0,10,"Orthodox"
"1427","Harry","Hunsucker","The Hurricane",74,241,75,"Orthodox",6,3,0,9,"Orthodox"
"1428","Mark","Hunt","Super Samoan",70,265,72,"Orthodox",13,14,1,28,"Orthodox"
"1429","Alex","Hunter","",69,226,NA,"Orthodox",2,0,0,2,"Orthodox"
"1430","Adam","Hunter","Warhammer",73,185,NA,"Orthodox",7,1,0,8,"Orthodox"
"1431","Joe","Hurley","",68,155,NA,NA,12,5,0,17,NA
"1432","Solomon","Hutcherson","King",71,185,NA,"Southpaw",11,7,0,18,"Southpaw"
"1433","Al","Iaquinta","Raging",70,155,70,"Orthodox",14,6,1,21,"Orthodox"
"1434","Khadis","Ibragimov","",75,205,78,"Orthodox",8,4,0,12,"Orthodox"
"1435","Minoki","Ichihara","",67,178,NA,"Orthodox",0,1,0,1,"Orthodox"
"1436","Dan","Ige","50K",67,145,71,"Orthodox",14,3,0,17,"Orthodox"
"1437","Valeri","Ignatov","",69,170,NA,"Orthodox",1,2,0,3,"Orthodox"
"1438","Sergey","Ignatov","",69,210,NA,"Orthodox",0,1,0,1,"Orthodox"
"1439","Fabiano","Iha","",68,155,NA,"Orthodox",9,5,0,14,"Orthodox"
"1440","Seichi","Ikemoto","",71,168,NA,"Orthodox",21,19,5,45,"Orthodox"
"1441","Mikhail","Iloukhine","",69,205,NA,"Orthodox",30,11,1,42,"Orthodox"
"1442","Zelim","Imadaev","",72,170,76,"Orthodox",8,3,0,11,"Orthodox"
"1443","Yusuke","Imamura","",68,220,NA,"Orthodox",2,6,0,8,"Orthodox"
"1444","Masakazu","Imanari","",64,139,NA,"Southpaw",36,16,2,54,"Southpaw"
"1445","Nassourdine","Imavov","",75,185,75,"Orthodox",9,3,0,12,"Orthodox"
"1446","Brad","Imes","Hillbilly Heartthrob",79,265,NA,"Orthodox",13,7,0,20,"Orthodox"
"1447","Chris","Indich","",70,170,NA,NA,6,4,0,10,NA
"1448","Chris","Inman","",NA,NA,NA,NA,1,0,0,1,NA
"1449","Guto","Inocente","",75,205,NA,"Orthodox",7,4,0,11,"Orthodox"
"1450","Enson","Inoue","Yamato Damashii",70,210,NA,"Orthodox",12,8,0,20,"Orthodox"
"1451","Egan","Inoue","",69,190,NA,"Southpaw",13,8,0,21,"Southpaw"
"1452","Katsuya","Inoue","",69,168,NA,"Southpaw",19,9,4,32,"Southpaw"
"1453","Takeshi","Inoue","Lion",68,145,NA,NA,23,10,0,33,NA
"1454","Naoki","Inoue","",69,125,71,"Orthodox",11,1,0,12,"Orthodox"
"1455","Inoue","Mizuki","",63,125,65,"Orthodox",14,6,0,20,"Orthodox"
"1456","Jorge","Interiano","",73,205,NA,NA,4,3,0,7,NA
"1457","Jason","Ireland","The Irish Tornado",69,161,NA,"Southpaw",19,9,1,29,"Southpaw"
"1458","James","Irvin","The Sandman",74,205,75,"Orthodox",17,10,0,27,"Orthodox"
"1459","Eric","Irvin","",68,155,NA,NA,11,4,0,15,NA
"1460","Mitsuhiro","Ishida","The Endless Warrior",66,154,NA,"Southpaw",20,8,1,29,"Southpaw"
"1461","Teruto","Ishihara","Yashabo",67,135,69,"Southpaw",10,7,2,19,"Southpaw"
"1462","Satoshi","Ishii","",71,240,NA,"Orthodox",15,8,1,24,"Orthodox"
"1463","Yuki","Ishikawa","",71,205,NA,"Orthodox",0,2,0,2,"Orthodox"
"1464","Eiji","Ishikawa","",70,170,NA,NA,29,24,3,56,NA
"1465","Tokimitsu","Ishizawa","Kendo Ka Shin",72,185,NA,"Orthodox",1,5,1,7,"Orthodox"
"1466","Damir","Ismagulov","",69,155,70,"Orthodox",19,2,0,21,"Orthodox"
"1467","Wallid","Ismail","",67,205,NA,"Orthodox",9,3,0,12,"Orthodox"
"1468","Leandro","Issa","Brodinho",67,135,69,"Orthodox",13,6,0,19,"Orthodox"
"1469","Blagoy","Ivanov","Baga",71,250,73,"Southpaw",18,4,0,22,"Southpaw"
"1470","Anthony","Ivy","Aquaman",74,185,74,"Orthodox",8,4,0,12,"Orthodox"
"1471","Tomomi","Iwama","",63,155,NA,"Orthodox",9,6,2,17,"Orthodox"
"1472","Tatsuya","Iwasaki","",69,205,NA,"Orthodox",0,1,0,1,"Orthodox"
"1473","Yoislandy","Izquierdo","Cuba",71,155,NA,"Southpaw",10,4,0,14,"Southpaw"
"1474","Hiroshi","Izumi","",NA,205,NA,"Orthodox",4,2,0,6,"Orthodox"
"1475","Yves","Jabouin","Tiger",67,135,68,"Orthodox",20,11,0,31,"Orthodox"
"1476","Kevin","Jackson","",70,199,NA,"Switch",4,2,0,6,"Mixed"
"1477","Eugene","Jackson","The Wolf",68,185,NA,"Orthodox",15,9,1,25,"Orthodox"
"1478","Quinton","Jackson","Rampage",73,205,73,"Orthodox",37,12,0,49,"Orthodox"
"1479","Jeremy","Jackson","Scorpion",70,170,NA,"Orthodox",9,5,0,14,"Orthodox"
"1480","Damon","Jackson","The Leech",71,145,71,"Switch",18,4,1,23,"Mixed"
"1481","Kenyon","Jackson","",72,185,NA,NA,4,3,0,7,NA
"1482","Mike","Jackson","The Truth",74,170,NA,"Orthodox",0,1,0,1,"Orthodox"
"1483","Jason","Jackson","Jah-Son",73,170,78,"Orthodox",7,2,0,9,"Orthodox"
"1484","Montel","Jackson","Quik",70,135,75,"Southpaw",9,2,0,11,"Southpaw"
"1485","Eric","Jacob","",NA,155,NA,NA,1,9,0,10,NA
"1486","Dustin","Jacoby","The Hanyak",75,205,76,"Orthodox",14,5,0,19,"Orthodox"
"1487","Justin","James","",70,155,NA,"Orthodox",13,7,0,20,"Orthodox"
"1488","Nate","James","",72,185,NA,NA,14,8,1,23,NA
"1489","Virna","Jandiroba","Carcara",63,115,64,"Orthodox",16,2,0,18,"Orthodox"
"1490","Ryan","Janes","",75,185,76,"Orthodox",10,3,0,13,"Orthodox"
"1491","Josh","Janousek","",71,185,NA,"Orthodox",8,1,0,9,"Orthodox"
"1492","Dave","Jansen","",69,155,73,"Orthodox",20,4,0,24,"Orthodox"
"1493","Jaime","Jara","El Cucui",73,205,NA,"Southpaw",38,18,0,56,"Southpaw"
"1494","Gigo","Jara","The Little Animal",69,145,NA,NA,6,9,0,15,NA
"1495","Keith","Jardine","The Dean of Mean",74,185,76,"Orthodox",17,11,2,30,"Orthodox"
"1496","Brock","Jardine","The Machine",71,170,NA,"Orthodox",12,6,0,18,"Orthodox"
"1497","Josh","Jarvis","",NA,NA,NA,NA,1,4,0,5,NA
"1498","Rony","Jason","",67,145,73,"Orthodox",14,7,0,21,"Orthodox"
"1499","Louis","Jauregui","",67,170,NA,NA,4,2,0,6,NA
"1500","Justin","Jaynes","The Guitar Hero",67,155,68,"Orthodox",16,7,0,23,"Orthodox"
"1501","Joanna","Jedrzejczyk","",66,115,65,"Orthodox",16,4,0,20,"Orthodox"
"1502","Aaron","Jeffery","",74,185,74,"Orthodox",6,2,0,8,"Orthodox"
"1503","Trent","Jenkins","",74,185,NA,NA,0,4,0,4,NA
"1504","Bubba","Jenkins","The Highlight Kid",67,145,NA,NA,11,4,0,15,NA
"1505","Adrienna","Jenkins","AJ",68,145,NA,NA,19,6,0,25,NA
"1506","Steve","Jennum","",70,215,NA,"Orthodox",2,3,0,5,"Orthodox"
