"","first_name","last_name","nickname","height_inches","weight_lb","armspan_inches","stance","wins","losses","draws","total_fights","stance2"
"2812","Justin","Salas","J-Bomb",68,155,70,"Southpaw",12,7,0,19,"Southpaw"
"2813","Ivan","Salaverry","",72,185,NA,"Orthodox",14,9,0,23,"Orthodox"
"2814","Roman","Salazar","El Gallito",67,135,NA,"Orthodox",10,6,0,16,"Orthodox"
"2815","Luis","Saldana","",71,145,73,"Orthodox",14,6,0,20,"Orthodox"
"2816","John","Salgado","Greco",70,170,NA,NA,4,8,1,13,NA
"2817","Muslim","Salikhov","King of Kung Fu",71,170,70,"Orthodox",17,2,0,19,"Orthodox"
"2818","Gabriel","Salinas-Jones","",73,245,NA,NA,5,2,1,8,NA
"2819","Brandon","Saling","White Steel",70,170,NA,NA,8,6,0,14,NA
"2820","Sean","Salmon","",70,185,NA,"Southpaw",18,21,0,39,"Southpaw"
"2821","Boston","Salmon","Boom Boom",69,135,69,"Southpaw",6,3,0,9,"Southpaw"
"2822","John","Salter","",73,185,74,"Southpaw",14,3,0,17,"Southpaw"
"2823","Josh","Samman","Anqa",75,185,79,"Orthodox",13,4,0,17,"Orthodox"
"2824","Johnny","Sampaio","",68,170,NA,"Orthodox",3,1,0,4,"Orthodox"
"2825","Josh","Sampo","The Gremlin",64,125,64,"Orthodox",11,5,0,16,"Orthodox"
"2826","Josh","San Diego","JSD",70,135,NA,NA,8,3,0,11,NA
"2827","Diego","Sanchez","Nightmare",70,170,72,"Southpaw",31,13,0,44,"Southpaw"
"2828","Eddie","Sanchez","The Manic Hispanic",74,230,74,"Orthodox",15,8,0,23,"Orthodox"
"2829","Julian","Sanchez","",75,300,NA,"Orthodox",0,1,0,1,"Orthodox"
"2830","Bobby","Sanchez","The Kid",67,155,NA,"Orthodox",10,35,0,45,"Orthodox"
"2831","Donald","Sanchez","",70,145,NA,NA,31,17,0,48,NA
"2832","Joby","Sanchez","",66,135,68,"Orthodox",11,4,0,15,"Orthodox"
"2833","Emmanuel","Sanchez","El Matador",69,145,71,NA,15,3,0,18,NA
"2834","Erick","Sanchez","",70,145,NA,NA,8,3,0,11,NA
"2835","Andrew","Sanchez","El Dirte",73,185,74,"Orthodox",13,6,0,19,"Orthodox"
"2836","Robert","Sanchez","Littlefury",66,125,66,"Orthodox",8,2,0,10,"Orthodox"
"2837","Jesse","Sanders","",72,170,NA,"Orthodox",23,7,0,30,"Orthodox"
"2838","Luke","Sanders","Cool Hand",66,135,67,"Southpaw",13,4,0,17,"Southpaw"
"2839","Jerrod","Sanders","J-Reazie",68,135,72,"Orthodox",16,3,0,19,"Orthodox"
"2840","Cory","Sandhagen","",71,135,70,"Switch",14,2,0,16,"Mixed"
"2841","Hugo","Sandoval","",NA,135,NA,NA,2,3,0,5,NA
"2842","Raul","Sandoval","",NA,130,NA,NA,3,3,0,6,NA
"2843","Joseph","Sandoval","",67,135,NA,"Southpaw",7,7,0,14,"Southpaw"
"2844","Hector","Sandoval","Kid Alex",62,125,64,"Orthodox",14,4,0,18,"Orthodox"
"2845","Chris","Sanford","",71,185,NA,"Orthodox",5,1,0,6,"Orthodox"
"2846","Roldan","Sangcha'an","The Executioner",64,125,NA,"Orthodox",4,2,0,6,"Orthodox"
"2847","Yuhi","Sano","",71,243,NA,"Orthodox",0,4,0,4,"Orthodox"
"2848","Jonathan","Santa Maria","",69,125,NA,NA,3,4,0,7,NA
"2849","Duda","Santana","Cowboyzinha",67,145,73,"Orthodox",3,1,0,4,"Orthodox"
"2850","Shaheen","Santana","Shazam",73,155,75,"Orthodox",6,1,0,7,"Orthodox"
"2851","Sean","Santella","Shorty Rock",65,125,NA,NA,17,6,1,24,NA
"2852","Jorge","Santiago","The Sandman",73,170,75,"Orthodox",25,12,0,37,"Orthodox"
"2853","Mike","Santiago","",70,145,69,"Orthodox",19,12,0,31,"Orthodox"
"2854","Will","Santiago","The Brown Bomber",67,185,NA,"Orthodox",9,5,0,14,"Orthodox"
"2855","Richie","Santiago","The Milford Mauler",67,135,67,"Southpaw",7,2,0,9,"Southpaw"
"2856","Jose","Santibanez","",NA,155,NA,NA,10,3,0,13,NA
"2857","Art","Santore","Pachuco",74,185,NA,NA,18,8,0,26,NA
"2858","Adriano","Santos","",NA,NA,NA,NA,0,1,0,1,NA
"2859","Paulo","Santos","",NA,NA,NA,NA,0,3,0,3,NA
"2860","Evangelista","Santos","Cyborg",70,170,76,"Orthodox",21,18,0,39,"Orthodox"
"2861","Luis","Santos","",73,170,NA,"Southpaw",63,10,1,74,"Southpaw"
"2862","Iliarde","Santos","",65,125,67,"Orthodox",30,13,1,44,"Orthodox"
"2863","Leonardo","Santos","",72,155,75,"Orthodox",18,4,1,23,"Orthodox"
"2864","Thiago","Santos","Marreta",74,205,76,"Orthodox",21,9,0,30,"Orthodox"
"2865","Bruno","Santos","Carioca",69,185,NA,"Orthodox",15,2,0,17,"Orthodox"
"2866","Andre","Santos","Chatuba",72,170,NA,NA,38,10,0,48,NA
"2867","Gleristone","Santos","Toninho Furia",69,145,NA,NA,33,7,0,40,NA
"2868","Taila","Santos","",66,125,68,"Orthodox",17,1,0,18,"Orthodox"
"2869","Marilia","Santos","Chocolate",64,125,NA,"Orthodox",10,3,0,13,"Orthodox"
"2870","Nick","Sanzo","",69,190,NA,NA,1,1,0,2,NA
"2871","Bob","Sapp","The Beast",77,350,NA,"Orthodox",11,20,0,31,"Orthodox"
"2872","Daniel","Sarafian","",69,185,73,"Orthodox",10,6,0,16,"Orthodox"
"2873","Diego","Saraiva","The Octopus",66,155,NA,"Orthodox",22,20,1,43,"Orthodox"
"2874","Harris","Sarmiento","The Hitman",69,155,NA,"Orthodox",36,26,0,62,"Orthodox"
"2875","Alexander","Sarnavskiy","Tiger",71,155,NA,NA,35,6,0,41,NA
"2876","Yuki","Sasaki","",74,185,NA,"Orthodox",25,22,2,49,"Orthodox"
"2877","Kyosuke","Sasaki","",67,183,NA,"Southpaw",3,7,4,14,"Southpaw"
"2878","Yuta","Sasaki","Ulka",70,125,71,"Southpaw",21,6,2,29,"Southpaw"
"2879","Paul","Sass","",72,155,73,"Orthodox",14,2,0,16,"Orthodox"
"2880","Masaaki","Satake","",73,220,NA,"Orthodox",1,8,1,10,"Orthodox"
"2881","Takenori","Sato","",70,170,NA,"Southpaw",19,11,7,37,"Southpaw"
"2882","Takashi","Sato","Ten",70,170,73,"Southpaw",16,4,0,20,"Southpaw"
"2883","Jeimeson","Saudino","The Minion",66,135,NA,NA,8,5,0,13,NA
"2884","Tom","Sauer","",73,263,NA,NA,25,12,0,37,NA
"2885","Townsend","Saunders","",65,170,NA,"Orthodox",0,2,0,2,"Orthodox"
"2886","Ben","Saunders","Killa B",74,170,77,"Orthodox",22,13,2,37,"Orthodox"
"2887","Chad W.","Saunders","",70,170,NA,"Orthodox",7,2,0,9,"Orthodox"
"2888","Chris","Saunders","The So Cal Kid",68,155,NA,NA,16,8,0,24,NA
"2889","Lumumba","Sayers","",72,185,NA,NA,6,5,0,11,NA
"2890","Matt","Sayles","",67,145,68,"Orthodox",8,3,0,11,"Orthodox"
"2891","Brandon","Sayles","Man of War",77,265,NA,NA,5,1,0,6,NA
"2892","Mark","Scanlon","",69,170,NA,"Orthodox",9,2,0,11,"Orthodox"
"2893","Eric","Schafer","Red",75,185,76,"Orthodox",14,8,2,24,"Orthodox"
"2894","Kerry","Schall","Meat Truck",74,265,NA,"Orthodox",24,13,0,37,"Orthodox"
"2895","Eric","Schambari","",71,185,NA,"Orthodox",15,6,0,21,"Orthodox"
"2896","Brendan","Schaub","Big Brown",76,245,78,"Orthodox",10,5,0,15,"Orthodox"
"2897","Matheus","Scheffel","Buffa",74,205,NA,NA,14,6,0,20,NA
"2898","Antonio","Schembri","Nino",69,205,NA,"Orthodox",5,5,0,10,"Orthodox"
"2899","Fabiano","Scherner","Pegaleve",75,257,NA,"Orthodox",11,10,0,21,"Orthodox"
"2900","Samy","Schiavo","",68,155,NA,"Orthodox",10,6,0,16,"Orthodox"
"2901","Pat","Schilling","Thrilling",68,145,NA,"Orthodox",5,2,0,7,"Orthodox"
"2902","Joe","Schilling","",75,185,NA,NA,2,5,0,7,NA
"2903","Semmy","Schilt","Hightower",82,265,NA,"Orthodox",26,14,1,41,"Orthodox"
"2904","Adam","Schindler","",68,155,NA,NA,10,6,0,16,NA
"2905","Daniel","Schmitt","",NA,185,NA,NA,2,3,0,5,NA
"2906","Colleen","Schneider","",NA,135,NA,NA,11,7,0,18,NA
"2907","Matt","Schnell","Danger",68,125,70,"Orthodox",15,5,0,20,"Orthodox"
"2908","Alex","Schoenauer","",75,185,NA,"Orthodox",15,10,0,25,"Orthodox"
"2909","Darrill","Schoonover","The Boss",74,220,NA,"Orthodox",14,8,0,22,"Orthodox"
"2910","Bob","Schrijber","Dirty",72,240,NA,"Orthodox",20,17,1,38,"Orthodox"
"2911","Nate","Schroeder","",73,230,NA,NA,11,10,0,21,NA
"2912","Lacey","Schuckman","",63,125,NA,NA,11,10,0,21,NA
"2913","Mark","Schultz","",69,200,NA,"Orthodox",1,1,0,2,"Orthodox"
"2914","Brian","Schwartz","",75,170,NA,"Orthodox",1,1,0,2,"Orthodox"
"2915","Eric","Schwartz","",NA,205,NA,NA,2,0,0,2,NA
"2916","Justin","Scoggins","",67,125,66,"Southpaw",11,5,0,16,"Southpaw"
"2917","Brad","Scott","Bear",73,170,76,"Orthodox",11,6,0,17,"Orthodox"
"2918","Greg","Scott","",69,145,NA,NA,3,4,0,7,NA
"2919","Mike","Seal","Crazy Boy",76,185,NA,"Orthodox",13,15,1,29,"Orthodox"
"2920","Matt","Secor","",72,170,NA,NA,8,4,0,12,NA
"2921","Kenneth","Seegrist","",72,185,NA,"Orthodox",4,7,0,11,"Orthodox"
"2922","Neil","Seery","2Tap",64,125,64,"Orthodox",16,13,0,29,"Orthodox"
"2923","Rony","Sefo","",69,225,NA,"Orthodox",0,2,0,2,"Orthodox"
"2924","Ray","Sefo","Sugarfoot",72,240,NA,"Orthodox",2,2,0,4,"Orthodox"
"2925","Brendan","Seguin","",72,185,NA,NA,23,19,1,43,NA
"2926","Stefan","Sekulic","",72,170,75,"Southpaw",12,3,0,15,"Southpaw"
"2927","Pete","Sell","Drago",71,170,75,"Orthodox",10,7,0,17,"Orthodox"
"2928","Matthew","Semelsberger","Semi The Jedi",73,170,NA,"Switch",7,2,0,9,"Mixed"
"2929","Andrei","Semenov","",72,185,NA,"Orthodox",34,9,2,45,"Orthodox"
"2930","Mackens","Semerzier","Da Menace",69,145,72,"Orthodox",8,4,0,12,"Orthodox"
"2931","Brandon","Sene","",71,205,NA,NA,2,2,0,4,NA
"2932","Kim In","Seok","",66,145,NA,"Orthodox",3,6,0,9,"Orthodox"
"2933","Ray","Seraille","",75,246,NA,NA,8,9,0,17,NA
"2934","Ivan","Serati","",72,205,NA,"Orthodox",12,4,0,16,"Orthodox"
"2935","Alex","Serdyukov","The Russian Crusher",74,170,74,"Orthodox",8,5,0,13,"Orthodox"
"2936","Nicholas","Sergiacomi","",NA,170,NA,NA,1,1,0,2,NA
"2937","Matt","Serra","The Terra",66,170,68,"Orthodox",11,7,0,18,"Orthodox"
"2938","Nick","Serra","The Mad Monkey",69,170,NA,"Orthodox",7,3,0,10,"Orthodox"
"2939","Adrian","Serrano","",68,170,NA,NA,56,29,4,89,NA
"2940","Fredy","Serrano","El Profe",63,125,65,"Orthodox",3,2,0,5,"Orthodox"
"2941","Carl","Seumanutafa","",73,255,NA,"Orthodox",10,8,0,18,"Orthodox"
"2942","Dan","Severn","The Beast",74,250,NA,"Southpaw",101,19,1,121,"Southpaw"
"2943","Rosi","Sexton","The Surgeon",63,135,NA,"Orthodox",13,5,0,18,"Orthodox"
"2944","Scott","Shaffer","",67,145,NA,"Orthodox",0,1,0,1,"Orthodox"
"2945","Edmen","Shahbazyan","The Golden Boy",74,185,74,"Orthodox",11,1,0,12,"Orthodox"
"2946","Leon","Shahbazyan","",76,170,74,"Orthodox",7,2,0,9,"Orthodox"
"2947","Liliya","Shakirova","",64,125,65,"Orthodox",8,2,0,10,"Orthodox"
"2948","Kamal","Shalorus","Prince of Persia",68,155,68,"Orthodox",9,5,2,16,"Orthodox"
"2949","Ken","Shamrock","The World's Most Dangerous Man",73,205,72,"Orthodox",28,17,2,47,"Orthodox"
"2950","Frank","Shamrock","",70,185,NA,"Orthodox",23,10,2,35,"Orthodox"
"2951","Jason","Sharp","",NA,205,NA,NA,3,3,0,6,NA
"2952","Eric","Shelton","Showtime",66,125,68,"Orthodox",12,6,0,18,"Orthodox"
"2953","Sean","Sherk","The Muscle Shark",66,155,67,"Orthodox",36,4,1,41,"Orthodox"
"2954","Chase","Sherman","The Vanilla Gorilla",76,250,78,"Orthodox",15,6,0,21,"Orthodox"
"2955","Valentina","Shevchenko","Bullet",65,125,66,"Southpaw",19,3,0,22,"Southpaw"
"2956","Antonina","Shevchenko","La Pantera",68,125,67,"Southpaw",9,2,0,11,"Southpaw"
"2957","Katsuyori","Shibata","",72,168,NA,"Orthodox",4,11,1,16,"Orthodox"
"2958","Jake","Shields","",72,170,72,"Orthodox",31,9,1,41,"Orthodox"
"2959","Henrique","Shiguemoto","",71,185,72,"Orthodox",13,4,1,18,"Orthodox"
"2960","Shunichi","Shimizu","",65,135,NA,"Orthodox",30,18,11,59,"Orthodox"
"2961","Wade","Shipp","The Nightmare",75,245,NA,"Orthodox",11,5,0,16,"Orthodox"
"2962","Raja","Shippen","",66,145,NA,NA,18,11,1,30,NA
"2963","Yuya","Shirai","",68,168,NA,"Orthodox",26,14,2,42,"Orthodox"
"2964","Wes","Shivers","",80,NA,NA,NA,7,1,0,8,NA
"2965","Alexander","Shlemenko","Storm",71,185,NA,NA,56,9,0,65,NA
"2966","Josh","Shockley","",73,155,NA,"Orthodox",11,4,0,15,"Orthodox"
"2967","Josh","Shockman","The War Hammer",76,235,NA,"Southpaw",6,3,0,9,"Southpaw"
"2968","Akira","Shoji","",68,195,NA,"Orthodox",14,17,5,36,"Orthodox"
"2969","Jack","Shore","Tank",68,135,71,"Orthodox",13,0,0,13,"Orthodox"
"2970","Landon","Showalter","The Show",72,185,NA,NA,11,19,1,31,NA
"2971","Ivan","Shtyrkov","Ural Hulk",72,205,74,"Orthodox",15,0,1,16,"Orthodox"
"2972","Brandon","Shuey","Big Dawg",67,155,NA,"Orthodox",7,6,0,13,"Orthodox"
"2973","Sam","Sicilia","",68,145,67,"Orthodox",15,8,0,23,"Orthodox"
"2974","Kiril","Sidelnikov","",71,230,NA,NA,11,4,0,15,NA
"2975","Steven","Siler","Super",71,145,70,"Orthodox",29,16,0,45,"Orthodox"
"2976","Siala","Siliga","Mighty Mo",73,290,NA,"Orthodox",12,5,0,17,"Orthodox"
"2977","Xavier","Siller","Young Guns",65,125,NA,NA,5,5,0,10,NA
"2978","Assuerio","Silva","",70,241,NA,"Orthodox",16,8,0,24,"Orthodox"
"2979","Anderson","Silva","The Spider",74,185,77,"Southpaw",34,11,0,45,"Southpaw"
"2980","Wanderlei","Silva","The Axe Murderer",71,205,74,"Orthodox",35,13,1,49,"Orthodox"
"2981","Thiago","Silva","",74,205,74,"Orthodox",19,6,0,25,"Orthodox"
"2982","Paulo Cesar","Silva","Giant",89,385,NA,"Orthodox",2,6,0,8,"Orthodox"
"2983","Jean","Silva","White Bear",66,160,NA,"Orthodox",19,12,3,34,"Orthodox"
"2984","Edson","Silva","Paredao",NA,205,NA,"Orthodox",14,12,0,26,"Orthodox"
"2985","Sidney","Silva","",75,170,NA,"Southpaw",8,4,0,12,"Southpaw"
"2986","Jay","Silva","",74,185,NA,"Southpaw",10,11,1,22,"Southpaw"
"2987","Antonio","Silva","Bigfoot",76,264,82,"Orthodox",19,12,1,32,"Orthodox"
"2988","Fabio","Silva","",71,205,NA,"Orthodox",1,8,0,9,"Orthodox"
"2989","Erick","Silva","",72,170,74,"Orthodox",19,9,0,28,"Orthodox"
"2990","Leandro","Silva","Buscape",69,155,72,"Orthodox",20,6,1,27,"Orthodox"
"2991","Claudio","Silva","Hannibal",71,170,71,"Southpaw",14,2,0,16,"Southpaw"
"2992","Wagner","Silva","Wagnao",72,170,NA,"Orthodox",6,3,0,9,"Orthodox"
"2993","Rafael","Silva","Morcego",67,135,NA,NA,28,6,0,34,NA
"2994","Joaquim","Silva","Netto BJJ",68,155,69,"Southpaw",11,3,0,14,"Southpaw"
"2995","Felipe","Silva","",72,155,77,"Orthodox",8,2,0,10,"Orthodox"
"2996","Dayana","Silva","",67,135,NA,"Orthodox",7,4,0,11,"Orthodox"
"2997","Bruno","Silva","Bulldog",64,125,65,"Orthodox",10,5,2,17,"Orthodox"
"2998","Bruno","Silva","Blindado",72,185,NA,NA,19,6,0,25,NA
"2999","Gabriel","Silva","",66,135,71,"Orthodox",8,2,0,10,"Orthodox"
"3000","Jacob","Silva","Lil Animal",65,125,67,"Orthodox",6,4,0,10,"Orthodox"
"3001","Natalia","Silva","",64,125,NA,NA,12,5,1,18,NA
"3002","Douglas","Silva de Andrade","D Silva",67,145,68,"Orthodox",26,4,0,30,"Orthodox"
"3003","Leonardo","Silva de Oliveira","Cabecao",74,185,NA,"Orthodox",12,4,0,16,"Orthodox"
"3004","Marcus","Silveira","Conan",75,242,NA,"Orthodox",6,4,0,10,"Orthodox"
"3005","Elias","Silverio","Xuxu",71,155,73,"Orthodox",13,3,0,16,"Orthodox"
"3006","Jamey","Simmons","The Afro Samurai",66,145,70,"Orthodox",7,3,0,10,"Orthodox"
"3007","Ricky","Simon","",66,135,69,"Orthodox",18,3,0,21,"Orthodox"
"3008","Aaron","Simpson","A-Train",72,170,73,"Orthodox",12,5,0,17,"Orthodox"
"3009","Wes","Sims","The Project",82,260,NA,"Orthodox",24,14,1,39,"Orthodox"
"3010","Marlon","Sims","",NA,170,NA,NA,3,4,0,7,NA
"3011","Tony","Sims","",71,155,70,"Southpaw",12,4,0,16,"Southpaw"
"3012","Everett","Sims","Sexual Chocolate",77,260,77,"Southpaw",4,1,0,5,"Southpaw"
"3013","Lodune","Sincaid","",69,185,NA,"Orthodox",15,9,0,24,"Orthodox"
"3014","Rob","Sinclair","",68,155,NA,NA,13,5,0,18,NA
"3015","Rory","Singer","Outburst",74,185,77,"Orthodox",11,9,0,20,"Orthodox"
"3016","Elvis","Sinosic","The King of Rock n' Rumble",75,205,77,"Orthodox",7,11,2,20,"Orthodox"
"3017","Mitchell","Sipe","No Dice",74,245,NA,"Orthodox",4,1,0,5,"Orthodox"
"3018","AJ","Siscoe","Let's Go",67,135,NA,NA,1,2,0,3,NA
"3019","Yokthai","Sithoar","",67,143,NA,NA,0,1,0,1,NA
"3020","Jeri","Sitzes","",65,125,NA,NA,3,1,0,4,NA
"3021","Dennis","Siver","",66,145,70,"Orthodox",23,11,0,34,"Orthodox"
"3022","Chas","Skelly","The Scrapper",71,145,72,"Orthodox",18,3,0,21,"Orthodox"
"3023","Matt","Skelton","",75,265,NA,"Orthodox",0,1,0,1,"Orthodox"
"3024","Zach","Skinner","",66,145,NA,"Orthodox",10,11,0,21,"Orthodox"
"3025","Brian","Sleeman","",68,185,NA,NA,9,9,1,19,NA
"3026","Joe","Slick","",72,199,NA,"Orthodox",16,5,3,24,"Orthodox"
"3027","Ray","Sloan","",73,205,NA,NA,8,1,0,9,NA
"3028","Kestutis","Smirnovas","",70,200,NA,"Orthodox",24,8,2,34,"Orthodox"
"3029","Maurice","Smith","",74,221,NA,"Orthodox",12,14,0,26,"Orthodox"
"3030","Patrick","Smith","",74,225,NA,"Orthodox",20,17,0,37,"Orthodox"
"3031","Scott","Smith","Hands of Steel",72,185,70,"Orthodox",18,11,0,29,"Orthodox"
"3032","Eric","Smith","",NA,NA,NA,"Southpaw",1,1,0,2,"Southpaw"
"3033","Josh","Smith","",72,155,NA,"Orthodox",9,8,0,17,"Orthodox"
"3034","David","Smith","",NA,155,NA,NA,5,1,0,6,NA
"3035","Adam","Smith","",NA,NA,NA,NA,0,3,0,3,NA
"3036","Dillon","Smith","",72,170,NA,NA,0,0,0,0,NA
"3037","Trevor","Smith","Hot Sauce",75,185,75,"Orthodox",15,10,0,25,"Orthodox"
"3038","Anthony","Smith","Lionheart",76,205,76,"Orthodox",34,16,0,50,"Orthodox"
"3039","Colton","Smith","",72,155,71,"Orthodox",7,4,0,11,"Orthodox"
"3040","Gilbert","Smith","",69,185,NA,"Southpaw",12,6,0,18,"Southpaw"
"3041","Leslie","Smith","The Peacemaker",69,135,66,"Orthodox",10,7,1,18,"Orthodox"
"3042","Devonte","Smith","King Kage",69,155,76,"Orthodox",11,2,0,13,"Orthodox"
"3043","Cole","Smith","The Cole Train",71,135,67,"Orthodox",7,2,0,9,"Orthodox"
"3044","Nate","Smith","The Savage",66,125,69,"Switch",6,1,0,7,"Mixed"
"3045","Walter","Smith-Cotito","",68,135,NA,NA,4,5,0,9,NA
"3046","Justin","Smitley","",NA,145,NA,NA,10,7,1,18,NA
"3047","Dmitrii","Smoliakov","The Lifeguard",74,253,74,"Switch",9,3,0,12,"Mixed"
"3048","Louis","Smolka","Da Last Samurai",69,135,68,"Orthodox",17,7,0,24,"Orthodox"
"3049","Richie","Smullen","",69,155,68,"Orthodox",3,1,1,5,"Orthodox"
"3050","Devin","Smyth","",70,170,72,"Switch",4,2,0,6,"Mixed"
"3051","Denis","Sobolev","",75,216,NA,"Orthodox",4,7,0,11,"Orthodox"
"3052","Peter","Sobotta","",72,170,75,"Southpaw",17,7,1,25,"Southpaw"
"3053","Renato","Sobral","Babalu",73,205,75,"Orthodox",37,11,0,48,"Orthodox"
"3054","Rameau Thierry","Sokoudjou","The African Assassin",70,205,78,"Orthodox",18,18,0,36,"Orthodox"
"3055","Joe","Solecki","",69,155,70,"Orthodox",10,2,0,12,"Orthodox"
"3056","Chris","Solomon","",71,155,NA,NA,0,0,0,0,NA
"3057","Joe","Son","",64,236,NA,"Orthodox",0,4,0,4,"Orthodox"
"3058","Paul","Song","",NA,185,NA,NA,2,2,0,4,NA
"3059","Song","Kenan","The Assassin",72,170,71,"Orthodox",16,5,0,21,"Orthodox"
"3060","Song","Yadong","",68,145,67,"Orthodox",16,5,1,22,"Orthodox"
"3061","Chael","Sonnen","",73,205,73,"Southpaw",29,15,1,45,"Southpaw"
"3062","Cody","Sons","",69,205,NA,NA,3,7,0,10,NA
"3063","Jin","Soo Son","",66,135,69,"Orthodox",9,4,0,13,"Orthodox"
"3064","Emiliano","Sordi","He-Man",74,205,NA,"Orthodox",16,7,0,23,"Orthodox"
"3065","Sean","Soriano","",69,145,NA,"Orthodox",10,5,0,15,"Orthodox"
"3066","Punahele","Soriano","Puna",71,185,72,"Southpaw",8,0,0,8,"Southpaw"
"3067","Dmitry","Sosnovskiy","Wicked Machine",75,240,77,"Orthodox",11,0,0,11,"Orthodox"
"3068","Ben","Sosoli","Combat Wombat",72,265,72,"Southpaw",7,3,0,10,"Southpaw"
"3069","Krzysztof","Soszynski","The Polish Experiment",73,205,77,"Open Stance",26,12,1,39,"Mixed"
"3070","George","Sotiropoulos","",70,155,71,"Orthodox",14,7,0,21,"Orthodox"
"3071","Greg","Soto","",71,170,73,"Orthodox",9,4,0,13,"Orthodox"
"3072","Alex","Soto","Extremo",68,135,NA,"Southpaw",8,3,1,12,"Southpaw"
"3073","Joe","Soto","One Bad Mofo",66,135,65,"Orthodox",18,7,0,25,"Orthodox"
"3074","Mario","Soto","Dr. Mario",72,145,NA,NA,7,2,0,9,NA
"3075","Andre","Soukhamthath","The Asian Sensation",69,135,70,"Orthodox",13,8,0,21,"Orthodox"
"3076","Bobby","Southworth","",74,205,NA,"Orthodox",10,6,0,16,"Orthodox"
"3077","Jacare","Souza","",73,185,72,"Orthodox",26,9,0,35,"Orthodox"
"3078","Edimilson","Souza","Kevin",72,145,74,"Orthodox",15,5,0,20,"Orthodox"
"3079","Livinha","Souza","The Brazilian Gangsta",63,115,63,"Orthodox",14,3,0,17,"Orthodox"
"3080","Mario","Souza","Coracao Valente",75,185,79,"Orthodox",12,1,0,13,"Orthodox"
"3081","Charon","Spain","",69,155,NA,NA,14,26,0,40,NA
"3082","Chris","Spang","The Kiss",74,170,NA,"Orthodox",6,3,0,9,"Orthodox"
"3083","Andreas","Spang","Sweet Swede",73,185,NA,NA,9,3,0,12,NA
"3084","Ryan","Spann","Superman",77,205,79,"Orthodox",18,6,0,24,"Orthodox"
"3085","Ron","Sparks","The Monster",77,265,NA,NA,8,3,0,11,NA
"3086","Tommy","Speer","",70,170,71,"Orthodox",21,7,0,28,"Orthodox"
"3087","Patrick","Speight","",73,170,NA,"Orthodox",7,3,0,10,"Orthodox"
"3088","Sean","Spencer","Black Magic",70,170,74,"Orthodox",12,6,0,18,"Orthodox"
"3089","Felicia","Spencer","FeeNom",66,145,68,"Orthodox",8,2,0,10,"Orthodox"
"3090","Sam","Spengler","The Ram",71,185,NA,"Orthodox",9,5,0,14,"Orthodox"
"3091","Nick","Sperling","",NA,135,NA,NA,3,4,0,7,NA
"3092","Mario","Sperry","Zen Machine",74,205,NA,"Orthodox",13,4,0,17,"Orthodox"
"3093","Eric","Spicely","Zebrinha",73,185,73,"Orthodox",12,6,0,18,"Orthodox"
"3094","Waachiim","Spiritwolf","Native Warrior",68,170,NA,NA,12,13,1,26,NA
"3095","Daniel","Spitz","",79,245,82,"Orthodox",6,3,0,9,"Orthodox"
"3096","Serghei","Spivac","Polar Bear",75,260,78,"Orthodox",12,2,0,14,"Orthodox"
"3097","Daniel","Spohn","Dragon",76,205,79,"Southpaw",15,6,0,21,"Southpaw"
"3098","Pete","Spratt","The Secret Weapon",69,170,NA,"Orthodox",25,23,0,48,"Orthodox"
"3099","Austin","Springer","",68,145,71,"Orthodox",12,4,0,16,"Orthodox"
"3100","Georges","St-Pierre","Rush",71,185,76,"Orthodox",26,2,0,28,"Orthodox"
"3101","Bobby","Stack","",69,155,NA,"Orthodox",8,3,0,11,"Orthodox"
"3102","Andreas","Stahl","Real Steel",71,170,NA,"Orthodox",10,4,0,14,"Orthodox"
"3103","Ron","Stallings","The Choir Boy",74,170,75,"Southpaw",14,8,0,22,"Southpaw"
"3104","Cody","Stamann","The Spartan",66,145,64,"Orthodox",19,3,1,23,"Orthodox"
"3105","Cristina","Stanciu","Barbie",63,115,NA,"Orthodox",5,2,0,7,"Orthodox"
"3106","Brian","Stann","All American",73,205,74,"Orthodox",12,6,0,18,"Orthodox"
"3107","Josh","Stansbury","The Sandman",74,205,74,"Orthodox",4,8,0,12,"Orthodox"
"3108","Dion","Staring","Soldier",73,235,NA,"Orthodox",35,14,0,49,"Orthodox"
"3109","Lucas","Stark","",NA,155,NA,NA,1,5,0,6,NA
"3110","Clifford","Starks","",72,185,78,"Orthodox",13,3,0,16,"Orthodox"
"3111","Kalib","Starnes","",75,185,74,"Orthodox",17,11,1,29,"Orthodox"
"3112","Laureano","Staropoli","Pepi",73,170,71,"Orthodox",9,3,0,12,"Orthodox"
"3113","Damian","Stasiak","Webster",65,135,70,"Orthodox",10,6,0,16,"Orthodox"
"3114","Adam","Steele","",NA,170,NA,NA,0,1,0,1,NA
"3115","Dominique","Steele","Non-Stop Action-Packed",70,170,74,"Orthodox",14,9,0,23,"Orthodox"
"3116","Ricky","Steele","The Karate Kid",69,135,74,"Orthodox",6,0,0,6,"Orthodox"
"3117","Eric","Steenberg","",NA,155,NA,NA,5,1,0,6,NA
"3118","Steve","Steinbeiss","The Hooligan",75,185,75,"Orthodox",9,4,0,13,"Orthodox"
"3119","Ray","Steinbeiss","Ipswitch Cobra",71,170,NA,"Orthodox",14,7,0,21,"Orthodox"
"3120","Dmitri","Stepanov","",75,217,NA,"Orthodox",0,1,0,1,"Orthodox"
